id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,country_id,state_id,region_id,location_tour32,status,cid_primarix,id_primarix
401,Grootfontein,Grootfontein,Grootfontein,Grootfontein,28,,127,,active,,
402,Grovetown,Grovetown,Grovetown,Grovetown,188,,,855,active,,
403,,Guadalajara,Guadalajara,Guadalajara,166,,,,active,,122035
404,,Guadalavaca,Guadalavaca,Guadalavaca,162,,,,active,,122049
405,Guayaquil,Guayaquil,Guayaquil,Guayaquil,173,21,44,811,active,,3822
406,,Guwahati,Guwahati,,59,,,,active,,121601
407,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,50,,,1360,active,,
408,Haapiti,Haapiti,Haapiti,Haapiti,192,44,84,1548,active,,
409,Hahei,Hahei,Hahei,Hahei,188,51,22,478,active,,
410,Hakodate,Hakodate,Hakodate,Hakodate,61,,,2700,active,,
411,,Halifax,,,182,,,,active,,121463
412,Halls Creek,Halls Creek,Halls Creek,Halls Creek,186,98,59,836,active,,
413,Halls Gap,Halls Gap,Halls Gap,Halls Gap,186,95,41,837,active,,
414,Hamburg,Hamburg,Hamburg,Hamburg,105,,,2347,active,,
415,Hamilton,Hamilton,Hamilton,Hamilton,186,85,133,842,active,,
416,Hamilton Island,Hamilton Island,Hamilton Island,Hamilton Island,186,63,42,841,active,,57785
417,Hana,Hana,Hana,Hana,184,23,80,,active,,
418,Hanga Roa,Hanga Roa,Hanga Roa,Hanga Roa,172,,103,1772,active,,
419,Hanoi,Hanoi,Hanoi,Hanoi,83,26,120,846,active,,4113
420,Johannesburg,Harare,,Harare,46,,,,active,,36780
421,Harrow,Harrow,Harrow,Harrow,113,,,,active,,
422,,Hastings,,,188,,,,active,,21540
423,,Hat Yai,,,79,,,,active,,119586
424,Havanna,Havanna,Havanna,Havana,162,,161,,active,,121963
425,,Havelock,,Havelock,188,,,,active,,119591
426,Havelock North,Havelock North,Havelock North,Havelock North,188,51,45,1630,active,,
427,Hawkes Bay,Hawkes Bay,Hawkes Bay,Hawkes Bay,188,51,45,1630,in review,,
428,Hayman Island,Hayman Island,Hayman Island,Hayman Island,186,63,42,860,active,,
429,Hazyview,Hazyview,Hazyview,Hazyview,37,45,109,861,active,,
430,Ha’apai,Ha’apai,Ha’apai,Ha’apai,202,22,,823,active,,
431,Heho,Heho,Heho,Heho,70,,,2702,active,,
432,,Heiliges Tal,,Abel Tasman National Park,178,,,,active,,103129
433,"Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie",49,,,2111,active,,
434,,Helsinki,,,105,,,,active,,121922
435,,Heraklion,,,105,,,,active,,121924
436,Hermanus,Hermanus,Hermanus,Hermanus,37,99,132,872,active,,
437,Heron Island,Heron Island,Heron Island,Heron Island,186,63,42,873,active,,
438,Hervey Bay,Hervey Bay,Hervey Bay,Hervey Bay,186,63,130,874,active,,3347
439,Hidden Valley,Hidden Valley,Hidden Valley,Hidden Valley,186,63,130,876,active,,
440,Hikkaduwa,Hikkaduwa,Hikkaduwa,Hikkaduwa,76,,,459,active,,
441,Hilton Head Island,Hilton Head Island,Hilton Head Island,Hilton Head Island,184,78,,879,active,,
442,Hinouera Matamata,Hinouera Matamata,Hinouera Matamata,Hinouera Matamata,188,,,,active,,
443,Hiva Oa,Hiva Oa,Hiva Oa,Hiva Oa,192,,79,,active,,
444,Hluhluwe,Hluhluwe,Hluhluwe,Hluhluwe,37,,169,883,active,,
445,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,37,,169,883,active,,
446,Hobart,Hobart,Hobart,Hobart,186,85,133,885,active,,3340
447,Hobart Airport,Hobart Airport,Hobart Airport,Hobart Airport,186,85,,,active,,
448,"Hobart Airport, Cambridge","Hobart Airport, Cambridge","Hobart Airport, Cambridge","Hobart Airport, Cambridge",186,85,,,active,,
449,"Hobart Int. Airport, Cambridge","Hobart Int. Airport, Cambridge","Hobart Int. Airport, Cambridge","Hobart Int. Airport, Cambridge",186,85,,,active,,
450,"Hobart, New Town","Hobart, New Town","Hobart, New Town","Hobart, New Town",186,85,133,885,active,,
451,Hobart-Cambridge,Hobart-Cambridge,Hobart-Cambridge,Hobart-Cambridge,186,85,,,active,,
452,Hoedspruit,Hoedspruit,Hoedspruit,Hoedspruit,37,35,64,886,active,,3520
453,Hoi An,Hoi An,Hoi An,Hoi An,83,61,46,887,active,,
454,Hokianga,Hokianga,Hokianga,Hokianga,188,51,99,1749,active,,
455,Hokitika,Hokitika,Hokitika,Hokitika,188,81,160,888,active,,
456,"Hollywood, CA","Hollywood, CA","Hollywood, CA","Hollywood, CA",184,,,,active,,
457,,Home Valley Station,Home Valley Station,,186,,,,active,,82200
458,Hong Kong (Kowloon),Hong Kong (Kowloon),Hong Kong (Kowloon),Hong Kong (Kowloon),57,90,,894,active,,
459,Hong Kong,Hongkong,Hongkong,Hong Kong,57,,,,in review,,4130
460,Honolulu,Honolulu,Honolulu,Honolulu,184,23,101,,active,,121451
461,,Honolulu (Hawaii),,,213,,,,active,,121450
462,Hopkins,Hopkins,Hopkins,Hopkins,160,,56,902,active,,
463,Horopito,Horopito,Horopito,Horopito,188,51,22,2707,active,,
464,,Hotel,Hotel,Mauritius,51,,,,active,,121931
465,,Houston,,,184,,,,active,,121459
466,Huahine,Huahine,Huahine,Huahine,192,,48,,active,,120010
467,"Huayllabamba, Urubamba","Huayllabamba, Urubamba","Huayllabamba, Urubamba","Huayllabamba, Urubamba",178,,,864,active,,
468,Huayoccari,Huayoccari,Huayoccari,Huayoccari,178,,,864,active,,
469,Huskisson,Huskisson,Huskisson,Huskisson,186,49,128,983,active,,
470,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,46,,49,924,in review,,
471,Ifaty,Ifaty,Ifaty,Ifaty,22,,,927,active,,
472,,Iguazu,Iguazu,Iguazu,169,,,,active,,3810
473,Ile des Pins,Ile des Pins,Ile des Pins,Ile des Pins,196,,,929,active,,
474,Indian Church,Indian Church,Indian Church,Indian Church,160,,51,,active,,
475,Induruwa,Induruwa,Induruwa,Induruwa,76,,,459,active,,
476,Inhambane,Inhambane,Inhambane,Inhambane,27,,,937,active,,
477,Invercargill,Invercargill,Invercargill,Invercargill,188,81,137,941,active,,3494
478,,Iquitos,,Iquitos,178,,,,active,,37123
479,Isabela,Isabela,Isabela,Isabela,211,,38,948,active,,
480,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,37,33,169,950,active,,
481,Isla Mucura,Isla Mucura,Isla Mucura,Isla Mucura,176,,56,,active,,
482,Isny/Allgäu,Isny/Allgäu,Isny/Allgäu,Isny/Allgäu,188,5,,,active,,
483,Itacimirim,Itacimirim,Itacimirim,Itacimirim,171,,,958,active,,
484,,Jabiru,Jabiru,Jabiru,186,,,,active,,121836
485,,Jaen,Jaen,Jaen,178,,,,active,,121741
486,,Jakarta,,Jakarta,186,,,,active,,115239;8855
487,Jimbaran,Jimbaran,Jimbaran,Jimbaran,60,,,986,active,,
488,,Jinghong,,Abel Tasman National Park,66,,,,active,,119532
489,Jirira Community,Jirira Community,Jirira Community,Jirira Community,170,,,2518,active,,
490,Johannesburg,Johannesburg,Johannesburg,Johannesburg,37,18,132,990,active,,3515
491,"Johannesburg, Bruma","Johannesburg, Bruma","Johannesburg, Bruma","Johannesburg, Bruma",37,,,,active,,
492,Johannesburg-Benoni,Johannesburg-Benoni,Johannesburg-Benoni,Johannesburg-Benoni,37,18,,,active,,
493,Joslin,Joslin,Joslin,Joslin,186,77,,,active,,
494,Julatten,Julatten,Julatten,Julatten,186,63,150,1917,active,,
495,Junin de los Andes,Junin de los Andes,Junin de los Andes,Junin de los Andes,169,,,,active,,
496,Kaanapali,Kaanapali,Kaanapali,Kaanapali,184,23,80,,active,,
497,Kadavu,Kadavu,Kadavu,Kadavu,191,,33,1001,active,,
498,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,44,,166,1003,active,,
499,Kahuku,Kahuku,Kahuku,Kahuku,184,23,101,,active,,
500,,Kahului,,,213,,,,active,,121455
501,,Kahului (Hawaii),,,213,,,,active,,121454
502,Kaikoura,Kaikoura,Kaikoura,Kaikoura,188,81,19,1006,active,,121952
503,Kaikoura & Christchurch,Kaikoura & Christchurch,Kaikoura & Christchurch,Kaikoura & Christchurch,188,,,1006,active,,
504,Kailua,Kailua,Kailua,Kailua,184,23,,,active,,
505,Kailua-Kona,Kailua-Kona,Kailua-Kona,Kailua-Kona,,23,10,,active,,121383
506,Kaiteriteri,Kaiteriteri,Kaiteriteri,Kaiteriteri,188,81,1,6,active,,
507,,Kakadu Lodge Cooinda,Kakadu Lodge Cooinda,Kakadu Lodge Cooinda,186,,,,active,,3352
508,"Kakadu Nationalpark, Cooinda","Kakadu Nationalpark, Cooinda","Kakadu Nationalpark, Cooinda","Kakadu Nationalpark, Cooinda",186,55,149,1008,active,,
509,"Kakadu Nationalpark, Jabiru","Kakadu Nationalpark, Jabiru","Kakadu Nationalpark, Jabiru","Kakadu Nationalpark, Jabiru",186,55,149,1008,active,,
510,Kalbarri,Kalbarri,Kalbarri,Kalbarri,186,98,162,1010,active,,
511,Kalgoorlie,Kalgoorlie,Kalgoorlie,Kalgoorlie,186,98,142,1011,active,,
512,"Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo",28,,165,1049,active,,
513,Kalkrand,Kalkrand,Kalkrand,Kalkrand,28,,52,1014,active,,
514,Kamanjab,Kamanjab,Kamanjab,Kamanjab,28,,30,1016,active,,
515,Kampala,Kampala,Kampala,Kampala,42,,,,active,,82173
516,Kampong Som,Kampong Som,Kampong Som,Kampong Som,62,,,1018,active,,
517,"Kampong Som, Cambodia","Kampong Som, Cambodia","Kampong Som, Cambodia","Kampong Som, Cambodia",62,,,1018,active,,
518,Kangaroo Island,Kangaroo Island,Kangaroo Island,Kangaroo Island,186,77,53,1027,active,,122143
519,"Kangaroo Island, Cape Willoughby","Kangaroo Island, Cape Willoughby","Kangaroo Island, Cape Willoughby","Kangaroo Island, Cape Willoughby",186,77,53,1027,active,,
520,"Kangaroo Island, Flinders Chase Nationalpark","Kangaroo Island, Flinders Chase Nationalpark","Kangaroo Island, Flinders Chase Nationalpark","Kangaroo Island, Flinders Chase Nationalpark",186,77,53,1027,active,,
521,"Kangaroo Island, Hanson Bay","Kangaroo Island, Hanson Bay","Kangaroo Island, Hanson Bay","Kangaroo Island, Hanson Bay",186,77,53,1027,active,,
522,"Kangaroo Island, Kingscote","Kangaroo Island, Kingscote","Kangaroo Island, Kingscote","Kangaroo Island, Kingscote",186,77,53,1027,active,,
523,"Kangaroo Island, Penneshaw","Kangaroo Island, Penneshaw","Kangaroo Island, Penneshaw","Kangaroo Island, Penneshaw",186,77,53,1027,active,,
524,,Kansas City,,,184,,,,active,,121644
525,Kaokoland,Kaokoland,Kaokoland,Kaokoland,28,,26,1030,active,,
526,Kapa'a,Kapa'a,Kapa'a,Kapa'a,184,23,57,,active,,
527,Cape Town,Kapstadt,Kapstadt,Cape Town,37,99,55,1033,active,,3511
528,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,37,10,39,1035,active,,
529,,Karijini Eco Retreat,,,186,,,,active,,82201
530,Karijini Nationalpark,Karijini Nationalpark,Karijini Nationalpark,Karijini Nationalpark,186,98,135,1036,active,,
531,Kasane,Kasane,Kasane,Kasane,5,,21,1041,active,,3522
532,Kasane Airport (Avis Office),Kasane Airport (Avis Office),Kasane Airport (Avis Office),Kasane Airport (Avis Office),5,,,,active,,
533,Kasane-Kazangula,Kasane-Kazangula,Kasane-Kazangula,Kasane-Kazangula,,,,,active,,
534,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,38,,,1046,active,,
535,Katherine,Katherine,Katherine,Katherine,186,55,149,1047,active,,
536,"Katherine, Nitmiluk Nationalpark","Katherine, Nitmiluk Nationalpark","Katherine, Nitmiluk Nationalpark","Katherine, Nitmiluk Nationalpark",186,55,149,1047,active,,
537,Kathmandu,Kathmandu,Kathmandu,Kathmandu,71,,,1048,active,,24573
538,Katoomba,Katoomba,Katoomba,Katoomba,186,49,11,,active,,
539,Katoomba (Blue Mountains),Katoomba (Blue Mountains),Katoomba (Blue Mountains),Katoomba (Blue Mountains),186,49,11,228,active,,
540,Kaunakakai,Kaunakakai,Kaunakakai,Kaunakakai,184,23,83,,active,,
541,Kawau Island,Kawau Island,Kawau Island,Kawau Island,188,51,7,1054,active,,
542,,Kawthaung,Kawthaung,,70,,,,active,,121824
543,Keauhou,Keauhou,Keauhou,Keauhou,184,23,10,,active,,
544,Kempton Park,Kempton Park,Kempton Park,Kempton Park,37,18,,,active,,
545,Kenepuru Sound (Marlborough),Kenepuru Sound (Marlborough),Kenepuru Sound (Marlborough),Kenepuru Sound (Marlborough),188,81,78,1062,active,,
546,Kerikeri Airport Terminal,Kerikeri Airport Terminal,Kerikeri Airport Terminal,Kerikeri Airport Terminal,188,,,,active,,
547,Keswick,Keswick,Keswick,Keswick,186,,,,active,,
548,Kewarra Beach,Kewarra Beach,Kewarra Beach,Kewarra Beach,186,63,150,305,active,,
549,"Kewdale, Perth","Kewdale, Perth","Kewdale, Perth","Kewdale, Perth",186,98,,,active,,
550,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,37,54,98,1075,active,,
551,,Khao Lak,,,79,,,,active,,57748
552,"Khao Lak, Kukkak, Takuapa, Phang Nga","Khao Lak, Kukkak, Takuapa, Phang Nga","Khao Lak, Kukkak, Takuapa, Phang Nga","Khao Lak, Kukkak, Takuapa, Phang Nga",79,,54,1076,active,,
553,"Khao Lak, Phang Nga","Khao Lak, Phang Nga","Khao Lak, Phang Nga","Khao Lak, Phang Nga",79,,54,1076,active,,
554,Khorixas,Khorixas,Khorixas,Khorixas,28,,26,1080,active,,
555,Khwai,Khwai,Khwai,Khwai,5,,58,1082,in review,,
556,Khwai Community Concession,Khwai Community Concession,Khwai Community Concession,Khwai Community Concession,5,,58,1082,active,,
557,Kiama,Kiama,Kiama,Kiama,186,49,128,,active,,
558,Nairobi,Kigali,,Nairobi,31,,,,active,,58870
559,Kihei,Kihei,Kihei,Kihei,184,23,80,,active,,
560,Arusha,Kilimanjaro,Kilimanjaro,Kilimanjaro,38,,,,active,,122091
561,Kimbe Cannonvale,Kimbe Cannonvale,Kimbe Cannonvale,Kimbe Cannonvale,198,,,1651,active,,
562,Kimberleys,Kimberleys,Kimberleys,Kimberleys,186,98,59,573,in review,,
563,"Kimberleys, Mitchell Plateau","Kimberleys, Mitchell Plateau","Kimberleys, Mitchell Plateau","Kimberleys, Mitchell Plateau",186,98,59,1511,active,,
564,"Kina Beach, Kina Pensinsula","Kina Beach, Kina Pensinsula","Kina Beach, Kina Pensinsula","Kina Beach, Kina Pensinsula",188,81,1,1647,active,,
565,Kings Canyon,Kings Canyon,Kings Canyon,Kings Canyon,186,55,119,1096,active,,
566,Kingston Beach,Kingston Beach,Kingston Beach,Kingston Beach,186,85,,,active,,
567,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,37,,64,1105,active,,
568,Knysna,Knysna,Knysna,Knysna,37,99,39,1109,active,,
569,Ko Olina,Ko Olina,Ko Olina,Ko Olina,184,23,101,,active,,
570,Koh Lanta,Koh Lanta,Koh Lanta,Koh Lanta,79,,63,1117,active,,
571,Koh Munnork,Koh Munnork,Koh Munnork,Koh Munnork,79,,47,1119,active,,
572,Koh Phangan,Koh Phangan,Koh Phangan,Koh Phangan,79,80,60,1121,active,,
573,"Koh Phi Phi, Krabi","Koh Phi Phi, Krabi","Koh Phi Phi, Krabi","Koh Phi Phi, Krabi",79,,54,1122,active,,
574,Koh Samui,Koh Samui,Koh Samui,Koh Samui,79,,61,1126,in review,,101929
575,Koh Tao,Koh Tao,Koh Tao,Koh Tao,79,80,60,1127,active,,
576,Koh Yao Noi,Koh Yao Noi,Koh Yao Noi,Koh Yao Noi,79,,54,1129,active,,
577,Kohala,Kohala,Kohala,Kohala,184,23,10,,active,,
578,Kokonga,Kokonga,Kokonga,Kokonga,188,81,106,1132,active,,
579,Koloa,Koloa,Koloa,Koloa,184,,57,,active,,
580,Kona,Kona,Kona,Kona,213,23,10,,active,,121453
581,Kongola,Kongola,Kongola,Kongola,28,,165,1138,active,,
582,Kowloon,Kowloon,Kowloon,Kowloon,58,27,,894,active,,
583,"Kowloon, Hongkong","Kowloon, Hongkong","Kowloon, Hongkong","Kowloon, Hongkong",58,,,,active,,
584,Krabi,Krabi,Krabi,Krabi,79,,63,1148,active,,57747
585,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,37,45,64,1150,active,,
586,"Kuala Dungun, Tetenggau","Kuala Dungun, Tetenggau","Kuala Dungun, Tetenggau","Kuala Dungun, Tetenggau",68,,105,1151,active,,
587,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,68,,75,1152,active,,4124
588,Kuata Island,Kuata Island,Kuata Island,Kuata Island,191,100,163,2666,active,,
589,Kuching,Kuching,Kuching,Kuching,68,72,126,1154,active,,4127
590,Kukerin,Kukerin,Kukerin,Kukerin,186,98,142,2589,active,,
591,,Kunming,,,57,,,,active,,57707
592,Kununurra,Kununurra,Kununurra,Kununurra,186,98,59,1157,active,,3344
593,Kununurra Airport,Kununurra Airport,Kununurra Airport,Kununurra Airport,186,98,,,active,,
594,Kyoto,Kyoto,Kyoto,Kyoto,61,,,1166,active,,120850
595,La Digue,La Digue,La Digue,La Digue,52,34,,1169,active,,121930
596,La Fortuna,La Fortuna,La Fortuna,La Fortuna,161,,155,1171,active,,
597,"La Merced Chica, Salta","La Merced Chica, Salta","La Merced Chica, Salta","La Merced Chica, Salta",169,,94,2120,active,,
598,La Paz,La Paz,La Paz,La Paz,170,,67,1176,active,,3818
599,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,49,,,1177,active,,
600,,La Réunion,La Réunion,,49,,,,in review,,51840
601,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,49,,,1181,active,,
602,,La Serena,La Serena,La Serena,172,,,,active,,3797
603,Lady Elliot Island,Lady Elliot Island,Lady Elliot Island,Lady Elliot Island,186,63,42,1186,active,,
604,Ladysmith,Ladysmith,Ladysmith,Ladysmith,37,33,27,571,active,,
605,,Lahad Datu,,,68,,,,active,,57729
606,Lahaina,Lahaina,Lahaina,Lahaina,184,23,80,,active,,121603
607,,Lake Barrine,Abel Tasman Nationalpark,Lake Barrine,186,,,,active,,122080
608,Lake Bennett,Lake Bennett,Lake Bennett,Lake Bennett,186,55,149,1279,active,,
609,Lake Kariba,Lake Kariba,Lake Kariba,Lake Kariba,46,,,1201,active,,
610,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,38,,,1203,active,,
611,Lake Naivasha,Lake Naivasha,Lake Naivasha,Lake Naivasha,17,,,,active,,
612,Lake Tekapo,Lake Tekapo,Lake Tekapo,Lake Tekapo,188,81,19,1212,active,,121951
613,Lakes Entrance,Lakes Entrance,Lakes Entrance,Lakes Entrance,186,95,43,1214,active,,
614,Lalomanu,Lalomanu,Lalomanu,Lalomanu,200,92,,2510,active,,
615,Lamington Nationalpark,Lamington Nationalpark,Lamington Nationalpark,Lamington Nationalpark,186,63,130,1219,active,,
616,Lanai City,Lanai City,Lanai City,Lanai City,184,23,68,,active,,
617,Langebaan,Langebaan,Langebaan,Langebaan,37,99,132,1225,active,,
618,Langkawi,Langkawi,Langkawi,Langkawi,68,32,75,1226,active,,57737
619,Lansvale,Lansvale,Lansvale,Lansvale,186,49,,,active,,
620,Las Vegas,Las Vegas,Las Vegas,Las Vegas,184,47,,,active,,121438
621,Launceston,Launceston,Launceston,Launceston,186,85,133,1238,active,,3341
622,Lautoka,Lautoka,Lautoka,Lautoka,191,96,154,2554,active,,3505
623,Le Morne,Le Morne,Le Morne,Le Morne,51,,139,1449,active,,
624,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,51,,139,1449,active,,
625,Lefaga,Lefaga,Lefaga,Lefaga,200,,,2510,active,,
626,Lenakel,Lenakel,Lenakel,Lenakel,204,84,,2370,active,,
627,Leura,Leura,Leura,Leura,186,49,11,228,active,,
628,Lewa Wildlife Conservancy,Lewa Wildlife Conservancy,Lewa Wildlife Conservancy,Lewa Wildlife Conservancy,17,,,1257,active,,
629,Lhaviyani Atoll,Lhaviyani Atoll,Lhaviyani Atoll,Lhaviyani Atoll,50,,,1360,active,,
630,Liawenee,Liawenee,Liawenee,Liawenee,186,85,133,,active,,
631,Lifou,Lifou,Lifou,Lifou,196,29,,1262,active,,
632,Lihue,Lihue,Lihue,Lihue,184,23,57,,active,,
633,Likoma Island,Likoma Island,Likoma Island,Likoma Island,23,,74,1266,active,,
634,Lilongwe,Lilongwe,Lilongwe,Lilongwe,23,,,1270,active,,3527
635,Lima,Lima,Lima,Lima,178,,,1272,active,,3794
636,Linyanti,Linyanti,Linyanti,Linyanti,5,,69,1275,in review,,
637,"Litchfield Nationalpark, Rakula","Litchfield Nationalpark, Rakula","Litchfield Nationalpark, Rakula","Litchfield Nationalpark, Rakula",186,55,149,1279,active,,
638,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,44,,166,1280,active,,
639,Livingstone,Livingstone,Livingstone,Livingstone,44,,152,1282,active,,3523
640,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,23,,,1284,active,,
641,Lizard Island,Lizard Island,Lizard Island,Lizard Island,186,63,42,1285,active,,
642,Lobethal,Lobethal,Lobethal,Lobethal,186,77,,,active,,
643,Lombok,Lombok,Lombok,Lombok,60,,,739,active,,57730
644,Long Hai,Long Hai,Long Hai,Long Hai,83,,153,884,active,,
645,Long Island,Long Island,Long Island,Long Island,186,63,42,1291,active,,
646,Longreach,Longreach,Longreach,Longreach,186,63,,,active,,
647,Lord Howe Island,Lord Howe Island,Lord Howe Island,Lord Howe Island,186,49,70,1299,active,,
648,Los Angeles,Los Angeles,Los Angeles,Los Angeles,184,31,,,active,,121440
649,"Los Angeles, Marina del Rey","Los Angeles, Marina del Rey","Los Angeles, Marina del Rey","Los Angeles, Marina del Rey",184,31,,1302,active,,
650,,Los Cabos,Los Cabos,Los Cabos,166,,,,active,,122040
651,"Los Muernos, Los Lagos","Los Muernos, Los Lagos","Los Muernos, Los Lagos","Los Muernos, Los Lagos",172,,123,1973,active,,
652,Los Naranjos,Los Naranjos,Los Naranjos,Los Naranjos,176,,62,1307,active,,
653,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,44,,71,1313,in review,,
654,Luang Prabang,Luang Prabang,Luang Prabang,Luang Prabang,66,,,1314,active,,4116
655,Ludwigsburg,Ludwigsburg,Ludwigsburg,Ludwigsburg,105,,,,active,,
656,Luganville,Luganville,Luganville,Luganville,204,13,,626,active,,
657,Lusaka,Lusaka,Lusaka,Lusaka,44,,,,active,,3525
658,Lüderitz,Lüderitz,Lüderitz,Lüderitz,28,,66,1322,active,,
659,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,37,,97,1325,active,,
660,Mackay,Mackay,Mackay,Mackay,186,,,,active,,3361
661,Madidi Nationalpark,Madidi Nationalpark,Madidi Nationalpark,Madidi Nationalpark,170,,3,2085,active,,
662,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,37,53,72,1333,active,,
663,Mafia Island,Mafia Island,Mafia Island,Mafia Island,38,,,1338,active,,
664,Magnetic Island,Magnetic Island,Magnetic Island,Magnetic Island,186,63,130,1340,active,,122133
665,"Magnetic Island, Nelly Bay","Magnetic Island, Nelly Bay","Magnetic Island, Nelly Bay","Magnetic Island, Nelly Bay",186,63,42,1340,active,,
666,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,38,,,1343,active,,
667,Maharepa,Maharepa,Maharepa,Maharepa,192,44,84,1548,active,,
668,Mahebourg,Mahebourg,Mahebourg,Mahebourg,51,,105,1449,active,,
669,Mahé,Mahé,Mahé,Mahé,52,37,,1345,active,,3537
670,Maiao,Maiao,Maiao,Maiao,192,44,84,1548,active,,
671,"Maipu, Mendoza","Maipu, Mendoza","Maipu, Mendoza","Maipu, Mendoza",169,,158,1474,active,,
672,Makalali Game Reserve,Makalali Game Reserve,Makalali Game Reserve,Makalali Game Reserve,37,35,64,1351,active,,
