id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,country_id,state_id,region_id,location_tour32,status,cid_primarix,id_primarix
1161,Swansea,Swansea,Swansea,Swansea,186,85,133,2334,active,,
1162,Swellendam,Swellendam,Swellendam,Swellendam,37,99,132,2335,active,,
1163,Sydney,Sydney,Sydney,Sydney,186,49,128,2336,active,,3330
1164,Sydney Airport,Sydney Airport,Sydney Airport,Sydney Airport,186,49,128,2336,active,,
1165,"Sydney Airport, Wolli Creek","Sydney Airport, Wolli Creek","Sydney Airport, Wolli Creek","Sydney Airport, Wolli Creek",186,49,128,2336,active,,
1166,Sydney The Rocks,Sydney The Rocks,Sydney The Rocks,Sydney The Rocks,,,,,active,,
1167,"Sydney, Banksmeadow","Sydney, Banksmeadow","Sydney, Banksmeadow","Sydney, Banksmeadow",186,49,,,active,,
1168,"Sydney, Bankstown Aerodrome","Sydney, Bankstown Aerodrome","Sydney, Bankstown Aerodrome","Sydney, Bankstown Aerodrome",186,49,,,active,,
1169,"Sydney, Caringbah","Sydney, Caringbah","Sydney, Caringbah","Sydney, Caringbah",186,49,,,active,,
1170,"Sydney, Rushcutters Bay","Sydney, Rushcutters Bay","Sydney, Rushcutters Bay","Sydney, Rushcutters Bay",186,49,128,,active,,
1171,Sydney-Botany,Sydney-Botany,Sydney-Botany,Sydney-Botany,186,49,,,active,,
1172,Syndey,Syndey,Syndey,Syndey,186,49,,,active,,
1173,,Südwestküste,Südwestküste,Südwestküste,52,,,,active,,121933
1174,Tadine,Tadine,Tadine,Tadine,196,29,,1400,active,,
1175,Tadrai Island,Tadrai Island,Tadrai Island,Tadrai Island,191,38,76,1370,active,,
1176,Tahaa,Tahaa,Tahaa,Tahaa,192,,,2346,active,,
1177,Tahiti,Tahiti,Tahiti,Tahiti,192,,,2347,active,,3501
1178,"Tahiti, Faa´a","Tahiti, Faa´a","Tahiti, Faa´a","Tahiti, Faa´a",192,83,144,2347,active,,
1179,Taiohae,Taiohae,Taiohae,Taiohae,192,57,79,1707,active,,
1180,Taipa,Taipa,Taipa,Taipa,188,51,,568,active,,
1181,Tairua,Tairua,Tairua,Tairua,188,51,22,478,active,,
1182,Takaka,Takaka,Takaka,Takaka,188,81,1,756,active,,
1183,"Takapuna, Auckland","Takapuna, Auckland","Takapuna, Auckland","Takapuna, Auckland",188,,,112,active,,
1184,,Tallin,,,105,,,,active,,121926
1185,Tamanu,Tamanu,Tamanu,Tamanu,192,83,144,2347,active,,
1186,Tamarin Bay,Tamarin Bay,Tamarin Bay,Tamarin Bay,51,,162,1449,active,,
1187,Tamarindo,Tamarindo,Tamarindo,Tamarindo,161,20,90,,active,,
1188,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,178,,3,1972,active,,
1189,Tambor,Tambor,Tambor,Tambor,161,,,,active,,
1190,,Tampa,,,184,,,,active,,121839
1191,Tandayapa,Tandayapa,Tandayapa,Tandayapa,173,,,2012,active,,
1192,,Tanna,Tanna,Tanna,204,,,,active,,121810
1193,Tanunda,Tanunda,Tanunda,Tanunda,186,77,131,,active,,
1194,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,38,,,2372,active,,
1195,Taravao,Taravao,Taravao,Taravao,192,83,144,2347,active,,
1196,"Tari Region, Südliches Hochland","Tari Region, Südliches Hochland","Tari Region, Südliches Hochland","Tari Region, Südliches Hochland",198,,,,active,,
1197,Tarraleah,Tarraleah,Tarraleah,Tarraleah,186,85,133,,active,,
1198,,Tasmanien,Tasmanien,,186,,,,active,,115308
1199,Taupo,Taupo,Taupo,Taupo,188,51,22,2383,active,,21539
1200,Tauranga,Tauranga,Tauranga,Tauranga,188,,,,active,,
1201,"Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui",188,51,9,2384,active,,
1202,Taveuni,Taveuni,Taveuni,Taveuni,191,,146,,active,,
1203,Tawanui,Tawanui,Tawanui,Tawanui,188,,,369,active,,
1204,Te Anau,Te Anau,Te Anau,Te Anau,188,81,137,2387,active,,3364
1205,Tekapo,Tekapo,Tekapo,Tekapo,188,,,2493,active,,
1206,,Telegraph Cove,,,182,,,,active,,121588
1207,Temae,Temae,Temae,Temae,192,44,84,1548,active,,
1208,,Temuco,Temuco,Temuco,172,,,,active,,3808
1209,Tennant Creek,Tennant Creek,Tennant Creek,Tennant Creek,186,55,129,2397,active,,
1210,Tetiaroa,Tetiaroa,Tetiaroa,Tetiaroa,192,87,144,2402,active,,
1211,Thames,Thames,Thames,Thames,188,51,22,478,active,,
1212,The Catlins,The Catlins,The Catlins,The Catlins,188,81,106,369,active,,
1213,The Caves (north of Rockhampton),The Caves (north of Rockhampton),The Caves (north of Rockhampton),The Caves (north of Rockhampton),186,63,130,2406,active,,
1214,Thredbo,Thredbo,Thredbo,Thredbo,186,49,128,2410,active,,
1215,Tiahura,Tiahura,Tiahura,Tiahura,192,44,84,1548,active,,
1216,Tiahura - Haapiti,Tiahura - Haapiti,Tiahura - Haapiti,Tiahura - Haapiti,192,44,84,1548,active,,
1217,Tiber Creek,Tiber Creek,Tiber Creek,Tiber Creek,186,55,,,active,,
1218,,Tidal River,Tidal River,Tidal River,186,,,,active,,121869
1219,Tikehau,Tikehau,Tikehau,Tikehau,192,,147,2414,active,,
1220,Tikitere,Tikitere,Tikitere,Tikitere,188,,,2080,active,,
1221,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,37,35,64,2419,active,,
1222,"Tioman Island, Mersing, Johor","Tioman Island, Mersing, Johor","Tioman Island, Mersing, Johor","Tioman Island, Mersing, Johor",68,,75,2421,active,,
1223,Tirasberge,Tirasberge,Tirasberge,Tirasberge,28,,86,2422,active,,
1224,Titikaveka,Titikaveka,Titikaveka,Titikaveka,190,66,117,2029,active,,
1225,"Titikaveka, Rarotonga","Titikaveka, Rarotonga","Titikaveka, Rarotonga","Titikaveka, Rarotonga",190,,117,2029,active,,
1226,,Tofino,,,182,,,,active,,121593
1227,Tokoriki Island,Tokoriki Island,Tokoriki Island,Tokoriki Island,191,,76,1370,active,,
1228,Tokyo,Tokyo,Tokyo,Tokyo,61,,,2435,active,,120431
1229,Tonga,Tonga,Tonga,Tonga,202,,,,in review,,3508
1230,Tongariro Nationalpark,Tongariro Nationalpark,Tongariro Nationalpark,Tongariro Nationalpark,188,51,156,2441,active,,
1231,Tongatapu,Tongatapu,Tongatapu,Tongatapu,202,,,2442,active,,
1232,Toronto,Toronto,Toronto,Toronto,182,,,2443,active,,121466
1233,Tortuguero NP,Tortuguero NP,Tortuguero NP,Tortuguero NP,161,,,,active,,
1234,Townsville,Townsville,Townsville,Townsville,186,63,130,2451,active,,3350
1235,Tranmere,Tranmere,Tranmere,Tranmere,186,85,,,active,,
1236,Treasure Island,Treasure Island,Treasure Island,Treasure Island,191,38,76,1370,active,,
1237,,Trelew,Trelew,Trelew,169,,,,active,,3809
1238,,Trinidad,,La Paz,170,,,,active,,119549
1239,Trinity Beach,Trinity Beach,Trinity Beach,Trinity Beach,186,63,150,305,active,,
1240,,Trivandrum,Trivandrum,,59,,,,active,,4138
1241,Trou aux Biches,Trou aux Biches,Trou aux Biches,Trou aux Biches,51,,95,1449,active,,
1242,Trou aux Biches (B38),Trou aux Biches (B38),Trou aux Biches (B38),Trou aux Biches (B38),51,,95,1449,active,,
1243,Trou d'Eau Douce,Trou d'Eau Douce,Trou d'Eau Douce,Trou d'Eau Douce,51,,95,1449,active,,
1244,,Trujillo,Trujillo,Abel Tasman National Park,178,,,,active,,3814
1245,Tsavo West Nationalpark,Tsavo West Nationalpark,Tsavo West Nationalpark,Tsavo West Nationalpark,17,,,2470,active,,
1246,Tsim Sha Tsui,Tsim Sha Tsui,Tsim Sha Tsui,Tsim Sha Tsui,57,27,,894,active,,
1247,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,57,,,894,active,,
1248,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,37,10,39,2473,active,,
1249,Tuasivi,Tuasivi,Tuasivi,Tuasivi,200,73,141,2190,active,,
1250,Tufi,Tufi,Tufi,Tufi,198,,,2479,active,,
1251,Tuherahera,Tuherahera,Tuherahera,Tuherahera,192,88,147,2414,active,,
1252,Tuli Block,Tuli Block,Tuli Block,Tuli Block,5,,124,2483,active,,
1253,Tullamarine,Tullamarine,Tullamarine,Tullamarine,186,95,,,active,,
1254,,Tulsa,,,184,,,,active,,121645
1255,Tulum,Tulum,Tulum,Tulum,166,,164,,active,,
1256,Turangi,Turangi,Turangi,Turangi,188,51,22,2487,active,,
1257,Tutukaka,Tutukaka,Tutukaka,Tutukaka,188,,,,active,,70977
1258,Twizel,Twizel,Twizel,Twizel,188,81,19,2493,active,,
1259,Twyfelfontein,Twyfelfontein,Twyfelfontein,Twyfelfontein,28,,26,2494,active,,
1260,,Ubon Ratchathani,,,66,,,,active,,4862
1261,Ubud,Ubud,Ubud,Ubud,60,,,2497,active,,
1262,Udialla Springs,Udialla Springs,Udialla Springs,Udialla Springs,186,98,59,,active,,
1263,Ugab River,Ugab River,Ugab River,Ugab River,28,,26,2501,active,,
1264,Uhlenhorst,Uhlenhorst,Uhlenhorst,Uhlenhorst,28,,52,566,active,,
1265,Uis,Uis,Uis,Uis,28,,127,2501,active,,
1266,Undara,Undara,Undara,Undara,186,63,107,2507,active,,
1267,Johannesburg,Upington,Upington,Johannesburg,37,,,,active,,122137
1268,,Upolu,,,200,,,,active,,122149
1269,Upper Moutere,Upper Moutere,Upper Moutere,Upper Moutere,188,81,1,6,active,,
1270,Upper North Province,Upper North Province,Upper North Province,Upper North Province,50,67,,1360,active,,
1271,Urangan Hervey Bay,Urangan Hervey Bay,Urangan Hervey Bay,Urangan Hervey Bay,186,63,130,874,active,,
1272,Urquillos,Urquillos,Urquillos,Urquillos,178,,,864,active,,
1273,Usakos,Usakos,Usakos,Usakos,28,,127,2512,active,,
1274,Ushuaia,Ushuaia,Ushuaia,Ushuaia,169,,32,2513,active,,3807
1275,"Ushuaia, Tierra del Fuego","Ushuaia, Tierra del Fuego","Ushuaia, Tierra del Fuego","Ushuaia, Tierra del Fuego",169,,,2513,active,,
1276,Uturoa,Uturoa,Uturoa,Uturoa,192,65,115,2026,active,,
1277,Uvita,Uvita,Uvita,Uvita,161,,23,2515,active,,
1278,Uyuni,Uyuni,Uyuni,Uyuni,170,,4,2518,active,,119557
1279,Vacy,Vacy,Vacy,Vacy,186,49,,,active,,
1280,Vaimaanga,Vaimaanga,Vaimaanga,Vaimaanga,190,66,117,2029,active,,
1281,Vaitape,Vaitape,Vaitape,Vaitape,192,6,14,243,active,,
1282,Valparaiso,Valparaiso,Valparaiso,Valparaiso,172,,121,2523,active,,
1283,Vanaira Bay,Vanaira Bay,Vanaira Bay,Vanaira Bay,191,,151,2528,active,,
1284,,Vancouver,,,182,,,,active,,121442
1285,Vanua Levu,Vanua Levu,Vanua Levu,Vanua Levu,191,93,151,2528,active,,
1286,Vao,Vao,Vao,Vao,196,,,929,active,,
1287,Varadero,Varadero,Varadero,Varadero,162,,161,,active,,121966
1288,Victor Harbor,Victor Harbor,Victor Harbor,Victor Harbor,186,77,131,2538,active,,
1289,Victoria,Victoria,Victoria,Victoria,52,,,1950,in review,,
1290,Victoria Falls,Victoria Falls,Victoria Falls,Victoria Falls,46,,152,2540,in review,,3514
1291,"Victoria Falls, Livingstone","Victoria Falls, Livingstone","Victoria Falls, Livingstone","Victoria Falls, Livingstone",37,,,,active,,
1292,"Victoria, Mahé Island","Victoria, Mahé Island","Victoria, Mahé Island","Victoria, Mahé Island",52,,,,active,,
1293,Vientiane,Vientiane,Vientiane,Vientiane,66,,,2542,active,,4112
1294,Vila Mogol,Vila Mogol,Vila Mogol,Vila Mogol,171,43,15,2712,active,,
1295,Vilanculos,Vilanculos,Vilanculos,Vilanculos,27,,,2543,active,,8870
1296,,Vilnius,,,105,,,,active,,121925
1297,Vlissingen,Vlissingen,Vlissingen,Vlissingen,207,,,,active,,
1298,Volcano National Park,Volcano National Park,Volcano National Park,Volcano National Park,184,23,10,,active,,
1299,Volcano Village,Volcano Village,Volcano Village,Volcano Village,184,23,10,,active,,
1300,Vomo Island,Vomo Island,Vomo Island,Vomo Island,191,38,76,1370,active,,
1301,Vulkan Arenal,Vulkan Arenal,Vulkan Arenal,Vulkan Arenal,161,,,,active,,
1302,Waiheke Island,Waiheke Island,Waiheke Island,Waiheke Island,188,51,7,2562,active,,
1303,Waihi,Waihi,Waihi,Waihi,188,51,,478,active,,
1304,Waikoloa,Waikoloa,Waikoloa,Waikoloa,184,23,10,,active,,
1305,Wailea,Wailea,Wailea,Wailea,184,23,80,,active,,
1306,Waimarama,Waimarama,Waimarama,Waimarama,188,,,,active,,
1307,Waimea,Waimea,Waimea,Waimea,184,23,57,,active,,
1308,Waipoua Forest,Waipoua Forest,Waipoua Forest,Waipoua Forest,188,51,99,2566,active,,
1309,,Waitangi,,,188,,,,active,,115256
1310,Waitomo,Waitomo,Waitomo,Waitomo,188,51,22,2568,active,,115252
1311,Waitomo Caves,Waitomo Caves,Waitomo Caves,Waitomo Caves,188,,,,active,,
1312,Waitomo Village,Waitomo Village,Waitomo Village,Waitomo Village,188,,,2568,active,,
1313,Waiyevo,Waiyevo,Waiyevo,Waiyevo,191,86,146,2385,active,,
1314,,Walindi Plantation Resort,,,198,,,,active,,121271
1315,Walpole,Walpole,Walpole,Walpole,186,98,142,2572,active,,
1316,Walvis Bay,Walvis Bay,Walvis Bay,Walvis Bay,28,,,,active,,83358
1317,Wanaka,Wanaka,Wanaka,Wanaka,188,81,106,2574,active,,
1318,Wanganui,Wanganui,Wanganui,Wanganui,188,51,156,2575,in review,,
1319,Warkworth,Warkworth,Warkworth,Warkworth,188,51,7,2578,active,,
1320,Warrnambool,Warrnambool,Warrnambool,Warrnambool,186,95,43,2579,active,,
1321,,Washington DC,,,182,,,,active,,121811
1322,Watamu,Watamu,Watamu,Watamu,17,,,2583,active,,
1323,"Wave Rock, Hyden","Wave Rock, Hyden","Wave Rock, Hyden","Wave Rock, Hyden",186,98,142,925,active,,
1324,Welgevonden Game Reserve,Welgevonden Game Reserve,Welgevonden Game Reserve,Welgevonden Game Reserve,37,35,97,2590,active,,
1325,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,37,,97,2590,active,,
1326,Wellington,Wellington,Wellington,Wellington,188,51,159,2592,in review,,3495
1327,Wellington 6011,Wellington 6011,Wellington 6011,Wellington 6011,188,,,112,active,,
1328,Wellington Airport (Rongotai),Wellington Airport (Rongotai),Wellington Airport (Rongotai),Wellington Airport (Rongotai),188,,,,active,,
1329,Wellington-Rongotai,Wellington-Rongotai,Wellington-Rongotai,Wellington-Rongotai,188,,,,active,,
1330,,Westküste,Westküste,Westküste,52,,,,in review,,121932
1331,Westport,Westport,Westport,Westport,188,81,160,2601,active,,
1332,Whakatane,Whakatane,Whakatane,Whakatane,188,51,9,2080,active,,
1333,Whangamata,Whangamata,Whangamata,Whangamata,188,,,478,active,,
1334,Whangarei,Whangarei,Whangarei,Whangarei,188,,,,active,,
1335,Whistler,Whistler,Whistler,Whistler,182,,,,active,,121594
1336,White River,White River,White River,White River,37,45,109,2614,active,,
1337,Whitehorse,Whitehorse,Whitehorse,Whitehorse,182,101,,2616,active,,121468
1338,Whitianga,Whitianga,Whitianga,Whitianga,188,51,22,478,active,,
1339,Wiesbaden,Wiesbaden,Wiesbaden,Wiesbaden,213,,,,active,,
1340,Willagee,Willagee,Willagee,Willagee,186,98,,,active,,
1341,Williamstown North,Williamstown North,Williamstown North,Williamstown North,186,95,,,active,,
1342,Wilpena,Wilpena,Wilpena,Wilpena,186,77,35,2709,active,,
1343,Wilpena Pound,Wilpena Pound,Wilpena Pound,Wilpena Pound,186,77,35,665,active,,
1344,Wilson Island,Wilson Island,Wilson Island,Wilson Island,186,63,42,,active,,
1345,"Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River",186,95,134,2638,active,,
1346,"Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie",186,95,134,2638,active,,
1347,Windhoek,Windhoek,Windhoek,Windhoek,28,,127,2639,active,,3521
1348,Windhoek (Southern Industrial Area),Windhoek (Southern Industrial Area),Windhoek (Southern Industrial Area),Windhoek (Southern Industrial Area),28,,,,active,,
1349,"Windhoek, airport","Windhoek, airport","Windhoek, airport","Windhoek, airport",28,,,,active,,
1350,"Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek",28,,127,2639,active,,
1351,"Windhoek, Prosperitas","Windhoek, Prosperitas","Windhoek, Prosperitas","Windhoek, Prosperitas",28,,,,active,,
1352,"Winnellie, Darwin","Winnellie, Darwin","Winnellie, Darwin","Winnellie, Darwin",186,55,,,active,,
1353,,Winnipeg,,,182,,,,active,,121467
1354,"Wolgan Valley, Blue Mountains","Wolgan Valley, Blue Mountains","Wolgan Valley, Blue Mountains","Wolgan Valley, Blue Mountains",186,49,11,228,active,,
1355,"Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac",51,,162,1449,active,,
1356,"Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax",51,,139,1449,active,,
1357,,Xanten,,,105,,,,active,,121928
1358,"Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo",166,,164,,active,,
1359,Yallingup,Yallingup,Yallingup,Yallingup,186,98,142,2660,active,,
1360,Yangon,Yangon,Yangon,Yangon,70,,,2661,active,,119588;4115
1361,"Yanque, Colca","Yanque, Colca","Yanque, Colca","Yanque, Colca",178,,,2663,active,,
1362,Yaqeta Island,Yaqeta Island,Yaqeta Island,Yaqeta Island,191,100,163,2666,active,,
1363,Yasawas,Yasawas,Yasawas,Yasawas,191,100,163,2666,in review,,
1364,,Yellowknife,,,182,,,,active,,121581
1365,Yeppoon,Yeppoon,Yeppoon,Yeppoon,186,63,130,2672,active,,
1366,"Yering, Yarra Valley","Yering, Yarra Valley","Yering, Yarra Valley","Yering, Yarra Valley",186,95,134,2665,active,,
1367,,Yogyakarta,,Abel Tasman National Park,60,,,,active,,101930
1368,Yucay,Yucay,Yucay,Yucay,178,,,864,active,,
1369,"Yucay, Urubamba","Yucay, Urubamba","Yucay, Urubamba","Yucay, Urubamba",178,,25,864,active,,
1370,Yungaburra,Yungaburra,Yungaburra,Yungaburra,186,63,150,106,active,,
1371,Zanzibar,Zanzibar,Zanzibar,Zanzibar,38,,,2686,active,,3530
1372,"Zorritos, Tumbes","Zorritos, Tumbes","Zorritos, Tumbes","Zorritos, Tumbes",178,,93,2690,active,,
1373,Zürich,Zürich,Zürich,Zürich,136,,,,active,,
