id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,location_tour32,country_id,state_id,region_id,cid_primarix,id_primarix
290,Isla Mucura,Isla Mucura,Isla Mucura,Isla Mucura,953,29,,77,,
291,Los Naranjos,Los Naranjos,Los Naranjos,Los Naranjos,1307,29,,79,,
292,"Medellín, Antioquia","Medellín, Antioquia","Medellín, Antioquia","Medellín, Antioquia",,29,,78,,
293,Rincon del Mar,Rincon del Mar,Rincon del Mar,Rincon del Mar,2051,29,,79,,
294,Cilaos,Cilaos,Cilaos,Cilaos,430,31,,,,
295,Entre-Deux,Entre-Deux,Entre-Deux,Entre-Deux,,31,,,,
296,Grande Anse,Grande Anse,Grande Anse,Grande Anse,789,31,,,,
297,"Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie",,31,,,,
298,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,1177,31,,,,
299,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,1181,31,,,,
300,Mare à Vieille Place,Mare à Vieille Place,Mare à Vieille Place,Mare à Vieille Place,,31,,,,
301,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,,31,,,,
302,Piton des Neiges,Piton des Neiges,Piton des Neiges,Piton des Neiges,,31,,,,
303,Saint Leu,Saint Leu,Saint Leu,Saint Leu,2107,31,,,,
304,Saint-Benoît,Saint-Benoît,Saint-Benoît,Saint-Benoît,,31,,,,
305,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,,31,,,,
306,Saint-Joseph,Saint-Joseph,Saint-Joseph,Saint-Joseph,,31,,,,
307,Saint-Louis,Saint-Louis,Saint-Louis,Saint-Louis,,31,,,,
308,Sainte-Anne,Sainte-Anne,Sainte-Anne,Sainte-Anne,,31,,,,
309,Salazie,Salazie,Salazie,Salazie,2111,31,,,,
310,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,,31,,,,
311,St. Denis,St. Denis,St. Denis,St. Denis,,31,,,51,3542
312,Akanin’ny Nofy,Akanin’ny Nofy,Akanin’ny Nofy,Akanin’ny Nofy,28,33,,,,
313,Antananarivo,Antananarivo,Antananarivo,Antananarivo,72,33,,,51,3541
314,Fort Dauphin,Fort Dauphin,Fort Dauphin,Fort Dauphin,681,33,,,51,119535
315,Ifaty,Ifaty,Ifaty,Ifaty,927,33,,,,
316,Masoala,Masoala,Masoala,Masoala,1424,33,,,,
317,Mitsio Archipel,Mitsio Archipel,Mitsio Archipel,Mitsio Archipel,1512,33,,,,
318,Nosy Be,Nosy Be,Nosy Be,Nosy Be,1703,33,,,51,24576
319,Ranohira,Ranohira,Ranohira,Ranohira,2027,33,,,,
320,Sainte Marie,Sainte Marie,Sainte Marie,Sainte Marie,2109,33,,,,
321,Cape Maclear,Cape Maclear,Cape Maclear,Cape Maclear,349,34,,80,,
322,Chinteche,Chinteche,Chinteche,Chinteche,416,34,,80,,
323,Likoma Island,Likoma Island,Likoma Island,Likoma Island,1266,34,,80,,
324,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,1284,34,,,,
325,Nankoma Island,Nankoma Island,Nankoma Island,Nankoma Island,1626,34,,80,,
326,Baa Atoll,Baa Atoll,Baa Atoll,Baa Atoll,,36,,,,
327,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,,36,,,,
328,North Ari Atoll,North Ari Atoll,North Ari Atoll,North Ari Atoll,,36,,,,
329,North Male Atoll,North Male Atoll,North Male Atoll,North Male Atoll,,36,,,,
330,Noth Male Atoll,Noth Male Atoll,Noth Male Atoll,Noth Male Atoll,,36,,,,
331,Raa Atoll,Raa Atoll,Raa Atoll,Raa Atoll,,36,,,,
332,South Ari Atoll,South Ari Atoll,South Ari Atoll,South Ari Atoll,,36,,,,
333,Upper North Province,Upper North Province,Upper North Province,Upper North Province,,36,,,,
334,Anse La Raie,Anse La Raie,Anse La Raie,Anse La Raie,,37,,81,,
335,Bain Boeuf,Bain Boeuf,Bain Boeuf,Bain Boeuf,,37,,81,51,24577
336,Balaclava,Balaclava,Balaclava,Balaclava,,37,,81,,
337,Belle Mare,Belle Mare,Belle Mare,Belle Mare,,37,,83,,
338,Calodyne,Calodyne,Calodyne,Calodyne,,37,,81,,
339,"Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne",,37,,84,,
340,Chamarel,Chamarel,Chamarel,Chamarel,,37,,84,,
341,Grand River South East,Grand River South East,Grand River South East,Grand River South East,,37,,83,,
342,Le Morne,Le Morne,Le Morne,Le Morne,,37,,84,,
343,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,,37,,84,,
344,Mahebourg,Mahebourg,Mahebourg,Mahebourg,,37,,83,,
345,"Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses",,37,,81,,
346,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,,37,,81,,
347,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,,37,,81,,
348,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,,37,,82,,
349,Poste de Flacq,Poste de Flacq,Poste de Flacq,Poste de Flacq,,37,,83,,
350,St. Felix (B10),St. Felix (B10),St. Felix (B10),St. Felix (B10),,37,,84,,
351,Trou d´Eau Douce,Trou d´Eau Douce,Trou d´Eau Douce,Trou d´Eau Douce,,37,,82,,
352,"Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac",,37,,85,,
353,"Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax",,37,,84,,
354,Mexico-City,Mexico-City,Mexico-City,Mexico-City,,38,,86,,
355,Playa del Carmen,Playa del Carmen,Playa del Carmen,Playa del Carmen,1889,38,,87,51,121955
356,"Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo",,38,,87,,
357,Inhambane,Inhambane,Inhambane,Inhambane,937,39,,,,
358,Praia do Barra,Praia do Barra,Praia do Barra,Praia do Barra,,39,,,,
359,Praia do Tofo,Praia do Tofo,Praia do Tofo,Praia do Tofo,1949,39,,,,
360,"Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo",,39,,,,
361,Vilanculos,Vilanculos,Vilanculos,Vilanculos,2543,39,,,51,8870
362,Aus,Aus,Aus,Aus,116,41,,94,,
363,Bagani,Bagani,Bagani,Bagani,,41,,95,,
364,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,295,41,,95,,
365,Epupa Falls,Epupa Falls,Epupa Falls,Epupa Falls,,41,,88,,
366,Erongo,Erongo,Erongo,Erongo,,41,,94,,
367,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,,41,,89,51,36781
368,"Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor",,41,,89,,
369,"Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor",,41,,89,,
370,Fish River Canyon,Fish River Canyon,Fish River Canyon,Fish River Canyon,658,41,,90,51,3535
371,Grootfontein,Grootfontein,Grootfontein,Grootfontein,804,41,,94,,
372,"Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo",,41,,95,,
373,Kalkrand,Kalkrand,Kalkrand,Kalkrand,1014,41,,91,,
374,Kamanjab,Kamanjab,Kamanjab,Kamanjab,1016,41,,88,,
375,Kaokoland,Kaokoland,Kaokoland,Kaokoland,,41,,88,,
376,Khorixas,Khorixas,Khorixas,Khorixas,1080,41,,88,,
377,Kongola,Kongola,Kongola,Kongola,1138,41,,95,,
378,Lüderitz,Lüderitz,Lüderitz,Lüderitz,1322,41,,92,,
379,Mariental,Mariental,Mariental,Mariental,1404,41,,91,,
380,NamibRand Nature Reserve,NamibRand Nature Reserve,NamibRand Nature Reserve,NamibRand Nature Reserve,,41,,93,,
381,Otjiwarongo,Otjiwarongo,Otjiwarongo,Otjiwarongo,1776,41,,94,,
382,Seeheim,Seeheim,Seeheim,Seeheim,,41,,90,,
383,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,,41,,93,,
384,Skelettküste,Skelettküste,Skelettküste,Skelettküste,,41,,92,,
385,Solitaire,Solitaire,Solitaire,Solitaire,2257,41,,93,,
386,Sossusvlei,Sossusvlei,Sossusvlei,Sossusvlei,,41,,93,,
387,Swakopmund,Swakopmund,Swakopmund,Swakopmund,2332,41,,92,51,3534
388,Tirasberge,Tirasberge,Tirasberge,Tirasberge,2422,41,,93,,
389,Twyfelfontein,Twyfelfontein,Twyfelfontein,Twyfelfontein,2494,41,,88,,
390,Ugab River,Ugab River,Ugab River,Ugab River,,41,,88,,
391,Uhlenhorst,Uhlenhorst,Uhlenhorst,Uhlenhorst,,41,,91,,
392,Usakos,Usakos,Usakos,Usakos,2512,41,,94,,
393,Windhoek,Windhoek,Windhoek,Windhoek,2639,41,,94,51,3521
394,"Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek",,41,,94,,
395,Lifou,Lifou,Lifou,Lifou,1262,43,,,,
396,Nouméa,Nouméa,Nouméa,Nouméa,,43,,,51,3509
397,Ouvea,Ouvea,Ouvea,Ouvea,1784,43,,,,
398,Port Boise,Port Boise,Port Boise,Port Boise,1915,43,,,,
399,Tadine,Tadine,Tadine,Tadine,,43,,,,
400,Vao,Vao,Vao,Vao,,43,,,,
401,Abel Tasman National Park,Abel Tasman National Park,Abel Tasman National Park,Abel Tasman National Park,,44,,96,,
402,Akaroa,Akaroa,Akaroa,Akaroa,29,44,10,99,51,115255
403,Akaroa (Christchurch),Akaroa (Christchurch),Akaroa (Christchurch),Akaroa (Christchurch),,44,10,99,,
404,Auckland,Auckland,Auckland,Auckland,112,44,,,51,3345
405,Auckland Airport,Auckland Airport,Auckland Airport,Auckland Airport,,44,,,34,51477
406,Blenheim,Blenheim,Blenheim,Blenheim,225,44,10,102,51,3496
407,Catlins,Catlins,Catlins,Catlins,369,44,10,105,51,121803
408,Christchurch,Christchurch,Christchurch,Christchurch,424,44,10,99,51,3353
409,"Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago",,44,10,105,,
410,Dunedin,Dunedin,Dunedin,Dunedin,582,44,10,105,51,21543
411,Fox Glacier,Fox Glacier,Fox Glacier,Fox Glacier,692,44,10,110,51,61036
412,Franz Josef,Franz Josef,Franz Josef,Franz Josef,,44,10,110,51,21544
413,Glenorchy,Glenorchy,Glenorchy,Glenorchy,750,44,10,105,,
414,Greymouth,Greymouth,Greymouth,Greymouth,802,44,10,110,51,122102
415,Havelock North,Havelock North,Havelock North,Havelock North,856,44,,101,,
416,Hokianga,Hokianga,Hokianga,Hokianga,,44,,104,,
417,Hokitika,Hokitika,Hokitika,Hokitika,888,44,10,110,34,57762
418,Kaikoura,Kaikoura,Kaikoura,Kaikoura,1006,44,10,99,51,121952
419,Kaiteriteri,Kaiteriteri,Kaiteriteri,Kaiteriteri,,44,10,96,,
420,Lake Tekapo,Lake Tekapo,Lake Tekapo,Lake Tekapo,1212,44,10,99,51,121951
421,Mangonui,Mangonui,Mangonui,Mangonui,,44,,104,,
422,Mapua Village,Mapua Village,Mapua Village,Mapua Village,,44,10,96,,
423,Marahau Beach,Marahau Beach,Marahau Beach,Marahau Beach,,44,10,96,,
424,Martinborough,Martinborough,Martinborough,Martinborough,1413,44,,109,,
425,Mount Cook,Mount Cook,Mount Cook,Mount Cook,1564,44,10,99,51,115254
426,Mt. Ruapehu,Mt. Ruapehu,Mt. Ruapehu,Mt. Ruapehu,,44,,,,
427,Napier,Napier,Napier,Napier,1630,44,,,51,3359
428,National Park,National Park,National Park,National Park,,44,,108,,
429,Nelson,Nelson,Nelson,Nelson,1647,44,10,103,51,3497
430,New Plymouth,New Plymouth,New Plymouth,New Plymouth,1658,44,,107,34,57768
431,Oamaru,Oamaru,Oamaru,Oamaru,1722,44,,,51,122097
432,Ohakune,Ohakune,Ohakune,Ohakune,1727,44,,108,,
433,Orewa,Orewa,Orewa,Orewa,1760,44,,97,,
434,Owhango,Owhango,Owhango,Owhango,1785,44,,100,,
435,Paihia,Paihia,Paihia,Paihia,1798,44,,104,51,3354
436,Pauanui,Pauanui,Pauanui,Pauanui,,44,,100,,
437,Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),,44,,109,,
438,Picton,Picton,Picton,Picton,1872,44,10,102,51,21542
439,Punakaiki,Punakaiki,Punakaiki,Punakaiki,1983,44,10,,,
440,Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),,44,10,102,,
441,Queenstown,Queenstown,Queenstown,Queenstown,2005,44,10,105,51,3363
442,Rotorua,Rotorua,Rotorua,Rotorua,2080,44,,100,51,3358
443,Takaka,Takaka,Takaka,Takaka,,44,10,96,,
444,Taupo,Taupo,Taupo,Taupo,2383,44,,100,51,21539
445,"Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui","Tauranga, Mt. Maunganui",,44,,98,,
446,Te Anau,Te Anau,Te Anau,Te Anau,2387,44,10,106,51,3364
447,Tekapo,Tekapo,Tekapo,Tekapo,2391,44,,,,
448,The Catlins,The Catlins,The Catlins,The Catlins,,44,10,105,,
449,Tongariro Nationalpark,Tongariro Nationalpark,Tongariro Nationalpark,Tongariro Nationalpark,2441,44,,108,,
450,Turangi,Turangi,Turangi,Turangi,2487,44,,,,
451,Twizel,Twizel,Twizel,Twizel,2493,44,10,99,,
452,Waiheke Island,Waiheke Island,Waiheke Island,Waiheke Island,2562,44,,97,,
453,Waipoua Forest,Waipoua Forest,Waipoua Forest,Waipoua Forest,2566,44,,104,,
454,Waitomo,Waitomo,Waitomo,Waitomo,2568,44,,100,51,115252
455,Wanaka,Wanaka,Wanaka,Wanaka,2574,44,10,105,,
456,Wanganui,Wanganui,Wanganui,Wanganui,2575,44,,108,34,57775
457,Warkworth,Warkworth,Warkworth,Warkworth,2578,44,,97,,
458,Wellington,Wellington,Wellington,Wellington,2592,44,,109,51,3495
459,Whakatane,Whakatane,Whakatane,Whakatane,2604,44,,98,34,57777
460,Whitianga,Whitianga,Whitianga,Whitianga,,44,,100,,
461,Bocas del Toro,Bocas del Toro,Bocas del Toro,Bocas del Toro,,46,,111,51,122037
462,Panama-City,Panama-City,Panama-City,Panama-City,1811,46,,111,,
463,Riviera Pacifica,Riviera Pacifica,Riviera Pacifica,Riviera Pacifica,2057,46,,111,,
464,"Kimbe, Cannonvale","Kimbe, Cannonvale","Kimbe, Cannonvale","Kimbe, Cannonvale",,47,,,,
465,Aguas Calientes,Aguas Calientes,Aguas Calientes,Aguas Calientes,19,48,,113,51,103128
466,Arequipa,Arequipa,Arequipa,Arequipa,84,48,,115,51,3815
467,"Barranco, Lima","Barranco, Lima","Barranco, Lima","Barranco, Lima",,48,,,,
468,"Caylloma, Valle del Colca","Caylloma, Valle del Colca","Caylloma, Valle del Colca","Caylloma, Valle del Colca",,48,,115,,
469,Cusco,Cusco,Cusco,Cusco,511,48,,113,51,3817
470,Huayoccari,Huayoccari,Huayoccari,Huayoccari,,48,,,,
471,Lima,Lima,Lima,Lima,1272,48,,,51,3794
472,Mancora,Mancora,Mancora,Mancora,1377,48,,114,,
473,Nasca,Nasca,Nasca,Nasca,1637,48,,115,51,103127
474,Paracas,Paracas,Paracas,Paracas,1817,48,,115,51,103126
475,Puno,Puno,Puno,Puno,1985,48,,116,51,3816
476,Puno - Lake Titicaca,Puno - Lake Titicaca,Puno - Lake Titicaca,Puno - Lake Titicaca,,48,,,,
477,"San Blas, Cusco","San Blas, Cusco","San Blas, Cusco","San Blas, Cusco",,48,,113,,
478,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,Tambopata Naturreservat / Puerto Maldonado,,48,,112,,
479,Urquillos,Urquillos,Urquillos,Urquillos,,48,,,,
480,"Yucay, Urubamba","Yucay, Urubamba","Yucay, Urubamba","Yucay, Urubamba",,48,,113,,
481,"Zorritos, Tumbes","Zorritos, Tumbes","Zorritos, Tumbes","Zorritos, Tumbes",,48,,114,,
482,Aleipata,Aleipata,Aleipata,Aleipata,,52,,,,
483,Apia,Apia,Apia,Apia,,52,,,51,3507
484,Asau,Asau,Asau,Asau,,52,,,,
485,Aufaga,Aufaga,Aufaga,Aufaga,,52,,,,
486,Fa'asaleleaga,Fa'asaleleaga,Fa'asaleleaga,Fa'asaleleaga,,52,,,,
487,Fagamalo,Fagamalo,Fagamalo,Fagamalo,,52,,,,
488,Lefaga,Lefaga,Lefaga,Lefaga,,52,,,,
489,Maninoa,Maninoa,Maninoa,Maninoa,,52,,,,
490,Matatufu,Matatufu,Matatufu,Matatufu,,52,,,,
491,Siumu,Siumu,Siumu,Siumu,,52,,,,
492,Alphonse Island,Alphonse Island,Alphonse Island,Alphonse Island,49,53,,,,
493,Bird Island,Bird Island,Bird Island,Bird Island,216,53,,,,
494,Denis Island,Denis Island,Denis Island,Denis Island,547,53,,,,
495,La Digue,La Digue,La Digue,La Digue,1169,53,,,51,121930
496,Mahé,Mahé,Mahé,Mahé,,53,,,51,3537
497,Praslin,Praslin,Praslin,Praslin,1950,53,,,51,3538
498,"Round Island, Seychelles","Round Island, Seychelles","Round Island, Seychelles","Round Island, Seychelles",,53,,,,
499,Silhouette Island,Silhouette Island,Silhouette Island,Silhouette Island,,53,,,,
500,Singapur,Singapur,Singapur,Singapur,2248,54,,,51,4128
501,Addo Elephant Nationalpark,Addo Elephant Nationalpark,Addo Elephant Nationalpark,Addo Elephant Nationalpark,,56,,119,,
502,Amakhala Game Reserve,Amakhala Game Reserve,Amakhala Game Reserve,Amakhala Game Reserve,55,56,,119,,
503,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,,56,,124,,
504,Babanango Game Reserve,Babanango Game Reserve,Babanango Game Reserve,Babanango Game Reserve,122,56,,128,,
505,Ballito,Ballito,Ballito,Ballito,139,56,,126,,
506,Balule Private Nature Reserve,Balule Private Nature Reserve,Balule Private Nature Reserve,Balule Private Nature Reserve,,56,,121,,
507,Cape St. Francis,Cape St. Francis,Cape St. Francis,Cape St. Francis,,56,,119,,
508,Chintsa East,Chintsa East,Chintsa East,Chintsa East,418,56,,119,,
509,Clanwilliam,Clanwilliam,Clanwilliam,Clanwilliam,432,56,,126,,
510,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,532,56,,119,,
511,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,,56,,126,,
512,Drakensberge,Drakensberge,Drakensberge,Drakensberge,571,56,,117,,
513,Franschhoek,Franschhoek,Franschhoek,Franschhoek,696,56,,127,,
514,Fresnaye,Fresnaye,Fresnaye,Fresnaye,,56,,120,,
515,Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),,56,,119,,
516,"Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve",,56,,123,,
517,Green Kalahari,Green Kalahari,Green Kalahari,Green Kalahari,,56,,124,,
518,Hazyview,Hazyview,Hazyview,Hazyview,861,56,,125,,
519,Hermanus,Hermanus,Hermanus,Hermanus,872,56,,126,,
520,Hluhluwe,Hluhluwe,Hluhluwe,Hluhluwe,883,56,,128,,
521,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,,56,,128,,
522,Hoedspruit,Hoedspruit,Hoedspruit,Hoedspruit,886,56,,121,51,3520
523,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,,56,,128,,
524,Johannesburg,Johannesburg,Johannesburg,Johannesburg,990,56,,126,51,3515
525,Cape Town,Kapstadt,Kapstadt,Kaapstad,1033,56,,120,51,3511
526,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,1035,56,,119,,
527,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,,56,,124,,
528,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,1105,56,,121,,
529,Knysna,Knysna,Knysna,Knysna,1109,56,,119,,
530,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,,56,,121,,
531,Ladysmith,Ladysmith,Ladysmith,Ladysmith,1187,56,,117,,
532,Langebaan,Langebaan,Langebaan,Langebaan,1225,56,,126,,
533,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,1325,56,,123,,
534,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,1333,56,,122,,
535,MalaMala Game Reserve,MalaMala Game Reserve,MalaMala Game Reserve,MalaMala Game Reserve,,56,,121,,
536,Mhlambanyatsi,Mhlambanyatsi,Mhlambanyatsi,Mhlambanyatsi,,56,,118,,
537,Mkambati Nature Reserve,Mkambati Nature Reserve,Mkambati Nature Reserve,Mkambati Nature Reserve,,56,,119,,
538,Mkuze,Mkuze,Mkuze,Mkuze,1515,56,,128,,
539,Montagu,Montagu,Montagu,Montagu,1532,56,,126,,
540,Mossel Bay,Mossel Bay,Mossel Bay,Mossel Bay,1559,56,,119,,
541,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,,56,,126,,
542,Ohrigstad,Ohrigstad,Ohrigstad,Ohrigstad,1728,56,,125,,
543,Oudtshoorn,Oudtshoorn,Oudtshoorn,Oudtshoorn,1780,56,,119,,
544,Oyster Bay,Oyster Bay,Oyster Bay,Oyster Bay,1786,56,,119,,
545,Paternoster,Paternoster,Paternoster,Paternoster,1831,56,,126,,
546,Phalaborwa,Phalaborwa,Phalaborwa,Phalaborwa,1858,56,,121,,
547,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,,56,,117,,
548,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,1894,56,,119,,
549,Pongola,Pongola,Pongola,Pongola,1904,56,,128,,
550,Port Alfred,Port Alfred,Port Alfred,Port Alfred,1909,56,,119,,
551,Pretoria,Pretoria,Pretoria,Pretoria,1952,56,,126,51,3512
552,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,,56,,126,,
553,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,2092,56,,121,,
554,Salt Rock,Salt Rock,Salt Rock,Salt Rock,,56,,128,,
555,Sedgefield,Sedgefield,Sedgefield,Sedgefield,,56,,119,,
556,Simon´s Town,Simon´s Town,Simon´s Town,Simon´s Town,,56,,120,,
557,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,,56,,123,,
558,St. Francis Bay,St. Francis Bay,St. Francis Bay,St. Francis Bay,2286,56,,119,,
559,St. Lucia,St. Lucia,St. Lucia,St. Lucia,2295,56,,128,,
560,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,2304,56,,127,,
561,Storms River Village,Storms River Village,Storms River Village,Storms River Village,,56,,119,,
562,Swellendam,Swellendam,Swellendam,Swellendam,2335,56,,126,,
563,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,2419,56,,121,,
564,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,,56,,119,,
565,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,,56,,123,,
566,White River,White River,White River,White River,2614,56,,125,,
567,Arusha,Arusha,Arusha,Arusha,94,57,,,51,3529
568,Bagamoyo,Bagamoyo,Bagamoyo,Bagamoyo,126,57,,,,
569,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,1046,57,,,,
570,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,1203,57,,,,
571,Mafia Island,Mafia Island,Mafia Island,Mafia Island,1338,57,,,,
572,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,,57,,,,
573,Ngorongoro Krater,Ngorongoro Krater,Ngorongoro Krater,Ngorongoro Krater,1672,57,,,,
574,Nyerere Nationalpark,Nyerere Nationalpark,Nyerere Nationalpark,Nyerere Nationalpark,1715,57,,,,
575,Pemba Island,Pemba Island,Pemba Island,Pemba Island,1841,57,,,,
576,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,2083,57,,,,
577,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,2217,57,,,,
578,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,2372,57,,,,
579,Zanzibar,Zanzibar,Zanzibar,Zanzibar,2686,57,,,51,3530
580,Haapai,Haapai,Haapai,Haapai,823,59,,,,
581,Nukualofa,Nukualofa,Nukualofa,Nukualofa,,59,,,,
582,Otea,Otea,Otea,Otea,,59,,,,
583,Asheville,Asheville,Asheville,Asheville,,61,12,,,
584,Bradenton,Bradenton,Bradenton,Bradenton,,61,11,,,
585,Charleston,Charleston,Charleston,Charleston,386,61,13,,,
586,Charlotte,Charlotte,Charlotte,Charlotte,,61,12,,51,121726
587,Culver City,Culver City,Culver City,Culver City,,61,,,,
588,"Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks",,61,12,,,
589,Hana,Hana,Hana,Hana,,61,,132,,
590,Hilton Head Island,Hilton Head Island,Hilton Head Island,Hilton Head Island,,61,13,,,
591,"Hollywood, CA","Hollywood, CA","Hollywood, CA","Hollywood, CA",,61,,,,
592,Honolulu,Honolulu,Honolulu,Honolulu,896,61,,134,51,121451
593,Kaanapali,Kaanapali,Kaanapali,Kaanapali,,61,,132,,
594,Kahuku,Kahuku,Kahuku,Kahuku,,61,,134,,
595,Kapa'a,Kapa'a,Kapa'a,Kapa'a,,61,,130,,
596,Kaunakakai,Kaunakakai,Kaunakakai,Kaunakakai,,61,,133,,
