id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,location_tour32,country_id,state_id,region_id,cid_primarix,id_primarix
498,"Round Island, Seychelles","Round Island, Seychelles","Round Island, Seychelles","Round Island, Seychelles",,190,,,,
499,Silhouette Island,Silhouette Island,Silhouette Island,Silhouette Island,,190,,,,
500,Singapur,Singapur,Singapur,Singapur,2248,192,,,51,4128
501,Addo Elephant Nationalpark,Addo Elephant Nationalpark,Addo Elephant Nationalpark,Addo Elephant Nationalpark,,197,,119,,
502,Amakhala Game Reserve,Amakhala Game Reserve,Amakhala Game Reserve,Amakhala Game Reserve,55,197,,119,,
503,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,Augrabies Falls Nationalpark,,197,22,,,
504,Babanango Game Reserve,Babanango Game Reserve,Babanango Game Reserve,Babanango Game Reserve,122,197,,128,,
505,Ballito,Ballito,Ballito,Ballito,139,197,,126,,
506,Balule Private Nature Reserve,Balule Private Nature Reserve,Balule Private Nature Reserve,Balule Private Nature Reserve,,197,,121,,
507,Cape St. Francis,Cape St. Francis,Cape St. Francis,Cape St. Francis,,197,,119,,
508,Chintsa East,Chintsa East,Chintsa East,Chintsa East,418,197,,119,,
509,Clanwilliam,Clanwilliam,Clanwilliam,Clanwilliam,432,197,,126,,
510,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,532,197,,119,,
511,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,,197,,126,,
512,Drakensberge,Drakensberge,Drakensberge,Drakensberge,571,197,,117,,
513,Franschhoek,Franschhoek,Franschhoek,Franschhoek,696,197,,127,,
514,Fresnaye,Fresnaye,Fresnaye,Fresnaye,,197,,120,,
515,Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),,197,,119,,
516,"Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve",,197,,123,,
517,Green Kalahari,Green Kalahari,Green Kalahari,Green Kalahari,,197,22,,,
518,Hazyview,Hazyview,Hazyview,Hazyview,861,197,,125,,
519,Hermanus,Hermanus,Hermanus,Hermanus,872,197,,126,,
520,Hluhluwe,Hluhluwe,Hluhluwe,Hluhluwe,883,197,,128,,
521,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,Hluhluwe iMfolozi Game Reserve,,197,,128,,
522,Hoedspruit,Hoedspruit,Hoedspruit,Hoedspruit,886,197,,121,51,3520
523,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,iSimangaliso Wetland Park,,197,,128,,
524,Johannesburg,Johannesburg,Johannesburg,Johannesburg,990,197,,126,51,3515
525,Cape Town,Kapstadt,Kapstadt,Kaapstad,1033,197,,120,51,3511
526,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,Kariega Game Reserve,1035,197,,119,,
527,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,Kgalagadi Transfrontier Nationalpark,,197,22,,,
528,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,Klaserie Private Nature Reserve,1105,197,,121,,
529,Knysna,Knysna,Knysna,Knysna,1109,197,,119,,
530,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,Krüger Nationalpark,,197,,121,,
531,Ladysmith,Ladysmith,Ladysmith,Ladysmith,1187,197,,117,,
532,Langebaan,Langebaan,Langebaan,Langebaan,1225,197,,126,,
533,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,Mabula Game Reserve,1325,197,,123,,
534,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,Madikwe Game Reserve,1333,197,,122,,
535,MalaMala Game Reserve,MalaMala Game Reserve,MalaMala Game Reserve,MalaMala Game Reserve,,197,,121,,
536,Mhlambanyatsi,Mhlambanyatsi,Mhlambanyatsi,Mhlambanyatsi,,197,,118,,
537,Mkambati Nature Reserve,Mkambati Nature Reserve,Mkambati Nature Reserve,Mkambati Nature Reserve,,197,,119,,
538,Mkuze,Mkuze,Mkuze,Mkuze,1515,197,,128,,
539,Montagu,Montagu,Montagu,Montagu,1532,197,,126,,
540,Mossel Bay,Mossel Bay,Mossel Bay,Mossel Bay,1559,197,,119,,
541,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,Nkomazi Private Game Reserve,,197,,126,,
542,Ohrigstad,Ohrigstad,Ohrigstad,Ohrigstad,1728,197,,125,,
543,Oudtshoorn,Oudtshoorn,Oudtshoorn,Oudtshoorn,1780,197,,119,,
544,Oyster Bay,Oyster Bay,Oyster Bay,Oyster Bay,1786,197,,119,,
545,Paternoster,Paternoster,Paternoster,Paternoster,1831,197,,126,,
546,Phalaborwa,Phalaborwa,Phalaborwa,Phalaborwa,1858,197,,121,,
547,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,,197,,117,,
548,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,1894,197,,119,,
549,Pongola,Pongola,Pongola,Pongola,1904,197,,128,,
550,Port Alfred,Port Alfred,Port Alfred,Port Alfred,1909,197,,119,,
551,Pretoria,Pretoria,Pretoria,Pretoria,1952,197,,126,51,3512
552,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,,197,,126,,
553,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,2092,197,,121,,
554,Salt Rock,Salt Rock,Salt Rock,Salt Rock,,197,,128,,
555,Sedgefield,Sedgefield,Sedgefield,Sedgefield,,197,,119,,
556,Simon´s Town,Simon´s Town,Simon´s Town,Simon´s Town,,197,,120,,
557,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,,197,,123,,
558,St. Francis Bay,St. Francis Bay,St. Francis Bay,St. Francis Bay,2286,197,,119,,
559,St. Lucia,St. Lucia,St. Lucia,St. Lucia,2295,197,,128,,
560,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,2304,197,,127,,
561,Storms River Village,Storms River Village,Storms River Village,Storms River Village,,197,,119,,
562,Swellendam,Swellendam,Swellendam,Swellendam,2335,197,,126,,
563,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,Timbavati Game Reserve,2419,197,,121,,
564,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,Tsitsikamma Nationalpark,,197,,119,,
565,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,Welgevonden Private Game Reserve,,197,,123,,
566,White River,White River,White River,White River,2614,197,,125,,
567,Arusha,Arusha,Arusha,Arusha,94,210,,,51,3529
568,Bagamoyo,Bagamoyo,Bagamoyo,Bagamoyo,126,210,,,,
569,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,Katavi Nationalpark,1046,210,,,,
570,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,Lake Manyara Nationalpark,1203,210,,,,
571,Mafia Island,Mafia Island,Mafia Island,Mafia Island,1338,210,,,,
572,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,Mahale Mountain Nationalpark,,210,,,,
573,Ngorongoro Krater,Ngorongoro Krater,Ngorongoro Krater,Ngorongoro Krater,1672,210,,,,
574,Nyerere Nationalpark,Nyerere Nationalpark,Nyerere Nationalpark,Nyerere Nationalpark,1715,210,,,,
575,Pemba Island,Pemba Island,Pemba Island,Pemba Island,1841,210,,,,
576,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,2083,210,,,,
577,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,2217,210,,,,
578,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,Tarangire Nationalpark,2372,210,,,,
579,Zanzibar,Zanzibar,Zanzibar,Zanzibar,2686,210,,,51,3530
580,Haapai,Haapai,Haapai,Haapai,823,213,,,,
581,Nukualofa,Nukualofa,Nukualofa,Nukualofa,,213,,,,
582,Otea,Otea,Otea,Otea,,213,,,,
583,Asheville,Asheville,Asheville,Asheville,,221,12,,,
584,Bradenton,Bradenton,Bradenton,Bradenton,,221,11,,,
585,Charleston,Charleston,Charleston,Charleston,386,221,13,,,
586,Charlotte,Charlotte,Charlotte,Charlotte,,221,12,,51,121726
587,Culver City,Culver City,Culver City,Culver City,,221,,,,
588,"Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks",,221,12,,,
589,Hana,Hana,Hana,Hana,,221,,132,,
590,Hilton Head Island,Hilton Head Island,Hilton Head Island,Hilton Head Island,,221,13,,,
591,"Hollywood, CA","Hollywood, CA","Hollywood, CA","Hollywood, CA",,221,,,,
593,Kaanapali,Kaanapali,Kaanapali,Kaanapali,,221,,132,,
594,Kahuku,Kahuku,Kahuku,Kahuku,,221,,134,,
595,Kapa'a,Kapa'a,Kapa'a,Kapa'a,,221,,130,,
596,Kaunakakai,Kaunakakai,Kaunakakai,Kaunakakai,,221,,133,,
597,Keauhou,Keauhou,Keauhou,Keauhou,,221,,129,,
598,Kihei,Kihei,Kihei,Kihei,1086,221,,132,,
599,Kohala,Kohala,Kohala,Kohala,,221,,129,,
600,Koloa,Koloa,Koloa,Koloa,,221,,130,,
601,Kona,Kona,Kona,Kona,1135,221,,129,51,121453
602,Lahaina,Lahaina,Lahaina,Lahaina,,221,,132,51,121603
603,Lanai City,Lanai City,Lanai City,Lanai City,,221,,131,,
604,Lihue,Lihue,Lihue,Lihue,1264,221,,130,,
605,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,Marina del Rey/Los Angeles,,221,,,,
606,Myrtle Beach,Myrtle Beach,Myrtle Beach,Myrtle Beach,,221,13,,,
607,Naples,Naples,Naples,Naples,,221,11,,,
608,New York,New York,New York,New York,1660,221,,,51,121439
609,Poipu Beach,Poipu Beach,Poipu Beach,Poipu Beach,,221,,130,,
610,San Francisco,San Francisco,San Francisco,San Francisco,2137,221,,,51,121437
611,Sarasota,Sarasota,Sarasota,Sarasota,,221,11,,,
612,Volcano Village,Volcano Village,Volcano Village,Volcano Village,,221,,129,,
613,Wailea,Wailea,Wailea,Wailea,,221,,132,,
614,Waimea,Waimea,Waimea,Waimea,,221,,130,,
615,Aore Island,Aore Island,Aore Island,Aore Island,,228,,,,
616,Lenakel,Lenakel,Lenakel,Lenakel,,228,,,,
617,Luganville,Luganville,Luganville,Luganville,,228,,,51,24570
618,Port Vila,Port Vila,Port Vila,Port Vila,,228,,,51,3510
619,Dubai,Dubai,Dubai,Dubai,575,224,,,51,24575
620,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,Kafue Nationalpark,,234,,137,,
621,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,Liuwa Plains Nationalpark,,234,,137,,
622,Livingstone,Livingstone,Livingstone,Livingstone,1282,234,,140,51,3523
623,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,Lower Zambezi Nationalpark,,234,,135,,
624,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,,234,,136,,
625,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,760,235,,141,,
626,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,Hwange Nationalpark,,235,,138,,
627,Lake Kariba,Lake Kariba,Lake Kariba,Lake Kariba,1201,235,,,,
628,Mana Pools,Mana Pools,Mana Pools,Mana Pools,1372,235,,,,
629,Mana Pools Nationalpark,Mana Pools Nationalpark,Mana Pools Nationalpark,Mana Pools Nationalpark,,235,,141,,
630,Nyanga Nationalpark,Nyanga Nationalpark,Nyanga Nationalpark,Nyanga Nationalpark,,235,,139,,
631,Victoria Falls,Victoria Falls,Victoria Falls,Victoria Falls,2540,235,,140,51,3514
632,Durban,Durban,Durban,Durban,587,197,,128,,
633,Springbok,Springbok,Springbok,Springbok,2272,197,22,,,
634,Sun City,Sun City,Sun City,Sun City,2323,197,,123,,
635,Port Louis,Port Louis,Port Louis,Port Louis,,135,,81,,
636,Bangkok,Bangkok,Bangkok,Bangkok,149,58,,,,
637,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,1152,35,,,,
638,Amsterdam,Amsterdam,Amsterdam,Amsterdam,61,150,,,,
639,Athens,Athen,Athen,Athene,105,84,,,,
640,Barcelona,Barcelona,Barcelona,Barcelona,,199,,,,
641,Bergen,Bergen,Bergen,Bergen,,161,,,,
642,Civitavecchia,Civitavecchia,Civitavecchia,Civitavecchia,,105,,,,
643,Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnik,,52,,,,
644,Genoa,Genua,Genua,Genua,,105,,,,
645,Gibraltar,Gibraltar,Gibraltar,Gibraltar,,83,,,,
646,Hamburg,Hamburg,Hamburg,Hamburg,,81,,,,
647,Helsinki,Helsinki,Helsinki,Helsinki,,73,,,,
648,Istanbul,Istanbul,Istanbul,Istanbul,957,216,,,,
649,Kiel,Kiel,Kiel,Kiel,,81,,,,
650,Copenhagen,Kopenhagen,Kopenhagen,Kopenhagen,1139,57,,,,
651,Lisbon,Lissabon,Lissabon,Lissabon,1278,173,,,,
652,Longyearbyen,Longyearbyen,Longyearbyen,Longyearbyen,1296,203,,,,
653,Mallorca,Mallorca,Mallorca,Mallorca,1367,199,,,,
654,Marseille,Marseille,Marseille,Marseille,,74,,,,
655,Monaco,Monaco,Monaco,Monaco,,140,,,,
656,Nice,Nizza,Nizza,Nice,,74,,,,
657,Oslo,Oslo,Oslo,Oslo,1770,161,,,,
658,Porto,Porto,Porto,Porto,1940,173,,,,
659,Reykjavik,Reykjavik,Reykjavik,Reykjavik,2041,98,,,,
660,Rotterdam,Rotterdam,Rotterdam,Rotterdam,,150,,,,
661,Southampton,Southampton,Southampton,Southampton,,225,,,,
662,Split,Split,Split,Split,,52,,,,
663,Stockholm,Stockholm,Stockholm,Stockholm,,204,,,,
664,Tallinn,Tallinn,Tallinn,Tallinn,,67,,,,
665,Tenerife,Teneriffa,Teneriffa,Tenerife,2396,199,,,,
666,Trondheim,Trondheim,Trondheim,Trondheim,,161,,,,
667,Venice,Venedig,Venedig,Venetië,,105,,,,
668,Vienna,Wien,Wien,Wenen,,14,,,,
669,Warnemünde,Warnemünde,Warnemünde,Warnemünde,,81,,,,
670,Havana,Havanna,Havanna,Havana,854,53,,,,
671,Miami,Miami,Miami,Miami,1491,221,,,,
672,Montreal,Montreal,Montreal,Montreal,1540,38,,,,
673,Ottawa,Ottawa,Ottawa,Ottawa,1778,38,,,,
674,Quebec City,Quebec City,Quebec City,Quebec City,2000,38,,,,
675,Toronto,Toronto,Toronto,Toronto,2443,38,,,,
676,Vancouver,Vancouver,Vancouver,Vancouver,2525,38,,,,
677,São Paulo,São Paulo,São Paulo,São Paulo,2175,30,,,,
678,Montevideo,Montevideo,Montevideo,Montevideo,1538,226,,,,
679,Beijing,Peking,Peking,Peking,1838,44,,,,
680,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai,403,211,,,,
681,Colombo,Colombo,Colombo,Colombo,459,200,,,,
682,Hanoi,Hanoi,Hanoi,Hanoi,846,231,,,,
683,Ho Chi Minh City,Saigon,Saigon,Ho Chi Minh-stad,2098,231,,,,
684,Kampala,Kampala,Kampala,Kampala,,222,,,,
685,Kigali,Kigali,Kigali,Kigali,1085,178,,,,
686,Kyoto,Kyoto,Kyoto,Kyoto,1166,109,,,,
687,Luang Prabang,Luang Prabang,Luang Prabang,Luang Prabang,1314,116,,,,
688,Muscat,Muscat,Muscat,Muscat,,162,,,,
689,Osaka,Osaka,Osaka,Osaka,1766,109,,,,
690,Phuket,Phuket,Phuket,Phuket,1869,211,,,,
691,Seoul,Seoul,Seoul,Seoul,2213,198,,,,
692,Taipei,Taipei,Taipei,Taipei,2352,208,,,,
693,Tokyo,Tokio,Tokio,Tokio,2432,109,,,,
694,Yangon,Yangon,Yangon,Yangon,2661,146,,,,
695,Casablanca,Casablanca,Casablanca,Casablanca,,144,,,,
696,Marrakech,Marrakesch,Marrakesch,Marrakesh,1410,144,,,,
